node_id,node_name,node_summary,node_et_equivalent
3324,Jumala olemasolu,,
1416,Budism,"pisi|Mani Rimdu festival budistlikus kloostris Nepalis 2022.  aastal Budism on laialdane ja mitmekülgne nähtus, mis avaldub paljude Ida- ja Kagu-Aasia rahvaste ja kultuuride religioonides ja folklooris, pärimustes ja kombestikus, keeles ja kirjanduses, kunstis, muusikas, arhitektuuris ja mujal, mis sai alguse 6. –5.  sajandil eKr elanud Siddhārtha Gautama õpetustest.  Tänapäeval on see vanim maailmareligioon.    Siddhārtha Gautama pärines Põhja-India valitsejasoost.  Ta jõudis virgumiseni ehk sai buda.",Buddhism
4556,Metaontoloogia,,
4100,Loire,"Loire [luaar] on Prantsusmaa pikim jõgi, kui selleks mitte pidada Reini, mille paremale kaldale Prantsusmaa ei ulatu.  Jõe pikkus on 1012 km, valgla 117 000 km².  Loire on pikkuselt Euroopa viies jõgi.   Loire algab Keskmassiivist, voolab põhja ja pärast Orléansi läände ning suubub Bretagne'i poolsaarest lõuna pool Atlandi ookeani.  Suuremad lisajõed on Cher, Indre, Loiret ja Maine'i jõgi.  Jõe ääres asuvad Orléans, Tours, Angers ja Nantes.  pisi|Loire'i jõe hüdrograaf  Antiikajal kutsuti Loire'i Lige.",Loire
1788,Don,"thumb|Doni valgla skeem Don (vene keeles Дон, adõgee keeles Тен (Then)) on jõgi Euroopas, saab alguse Tula linna lähedalt ja voolab lõunasse, enne Doni kõrgustikku keerab itta ja enne Volga kõrgustikku edelasse ning suubub Aasovi merre, moodustades delta.  105 km pikkune Volga-Doni kanal ühendab teda Volga jõega.   Doni pikkus on 1870 km, kuid paljude loogete tõttu on lähte ja suudme vaheline kaugus linnulennult  vaid 700 km.   Suuremad lisajõed on Sosna, Voronež, Donets ja Hopjor.  Donil asub Tsiml.",Don (river)
4707,Moraal,"Moraal on ühiskonna poolt aktsepteeritud käitumisnormide, tavade ja seaduste kogum, väliselt nõutavad reeglid ja tavad.  Moraal on seotud kultuuri ja eluviisidega.  Sõna ""moraal"" pärineb ladina keelest ning tähendab tava või kommet.  (Kreeka keeles on moraali tõlkevaste eetika.  Filosoofiliselt saab sõnade eetika ja moraal tähendusi eristada. )  Kristlikes maades riigi moraal põhineb Rooma Impeeriumi seadustel, on paganlik; teine kiriku moraal on kristlik ja põhineb kirikukogude õpetusel või pärast r.",Morality
1228,Augustinism,,
338,1967,"1967.  aasta (MCMLXVII) oli 20.  sajandi 67.  aasta.    Sündmused maailmas    Jaanuar   27.  jaanuar – Ameerika Ühendriikides süttis stardiplatvormil põlema NASA missiooni Apollo 1 kosmoselaev.  Kõik kolm kosmoselaevas viibinud astronauti hukkusid.   27.  jaanuar – Ameerika Ühendriigid, Nõukogude Liit ja Suurbritannia allkirjastasid avakosmose lepingu.      Veebruar    3.  veebruar – Austraalias viidi viimast korda täide surmanuhtlus kui vangivalvuri tapmise eest hukati Ronald Ryan.   10.  veebruar – Ameeri.",1967
4196,Lu riik,,
6377,Tallinna vanalinn,"pisi|Vaade Tallinna vanalinnale Patkuli vaateplatvormilt Tallinna vanalinn on Tallinna vanim linnaosa.  pisi|Tallinna vanalinn päikesetõusu ajal  Tallinna vanalinn on 1997.  aastast UNESCO maailmapärandi nimistus.   Tallinna vanalinna erilisus seisneb eelkõige tänini püsinud keskaegses miljöös ja struktuuris, mis on teistest Põhja-Euroopa pealinnadest kadunud.  Tallinna vanalinnas on säilinud peaaegu tervenisti 11. –15.  sajandil välja kujunenud tänavavõrk ja kruntide piirid.  Rohkesti on esialgseis mõ.",Tallinn Old Town
2508,Georg Kerner,,
2621,Hallutsinatsioon,"Hallutsinatsioon ehk ebataju on taju häire, mille korral esineb tajuelamus ilma reaalse stiimulita.  Filosoofias mõeldakse ka võimalikest hallutsinatsioonidest, mis on ehtsast tajust subjektiivselt eristamatud.   Hallutsinatsioonid võivad esineda ka loomadel ja on pakutud välja hallutsinatsiooni mudelit loomkatse tingimustes, kuid kindlaid ja üheselt tõlgendatavad tõendid selle mudeli autentsuse kohta puuduvad, sest tänapäevase teaduse taseme juures on hallutsinatsioone võimalik täpselt diagnoosid.",Hallucination
6124,Soov,"Soov on püüdlus või ihalus midagi teha, midagi saada või lootus reaalsust või tajutavat muuta või lootus enda või kellegi teise jaoks mingit eesmärki saavutada.   Kategooria:Inimese käitumine.",Wish
3272,Jon Barwise,,
6531,Teoreetiline füüsika,"Teoreetiline füüsika on füüsika haru, mis uurib füüsikalisi nähtusi matemaatiliste mudelite ja abstraktsioonide abil.  Seda võib vastandada eksperimentaalfüüsikale, kus füüsikalisi nähtusi uuritakse vaatluse ja eksperimentide abil.    Füüsikateooriaid  Alljärgnev on loend valitud matemaatiliselt kooskõlalistest füüsikateooriatest, mis on (vähemalt osaliselt) eksperimentaalset kinnitust leidnud:   Aerodünaamika  Dünaamika  Elektromagnetism  Erirelatiivsusteooria  Hüdrodünaamika  Klassikaline mehaan.",Theoretical physics
696,Aira Kaal,"Aira Kaal (kuni 9.  aprillini 1938 Alma-Vilhelmine Kaal, alates aastast 1939 Aira Hone, pseudonüüm Reet Uielu; 7.  november 1911 Uuemõisa vald, Saaremaa – 7.  aprill 1988) oli eesti kirjanik.   Ta lõpetas 1930.  aastal Saaremaa ÜhisgümnaasiumiVilistlased.  Kuressaare Hariduse Kooli veebisait.  ja 1940.  aastal Tartu Riikliku Ülikooli (õppis filosoofiateaduskonnas)Aira Kaal.  Album Academicum Universitatis Tartuensis 1918-1940. .   Aastatel 1940–1941 töötas ajakirjanikuna Tartu Kommunisti juures jm, aastate.",Aira Kaal
1766,Diskreetne suurus,,
3153,James Spedding,,
5102,Oraakliluud,,
4354,Marco Aurelio Severino,,
1915,Eetiline subjektivism,,
299,1931,"1931.  aasta (MCMXXXI) oli 20.  sajandi 31.  aasta.    Sündmused maailmas    Jaanuar    2.  jaanuar – Ameerika Ühendriikide tuumafüüsik Ernest Lawrence leiutas tsüklotroni, mida kasutatakse osakeste kiirendamiseks tuumafüüsika uuringutes.   3.  jaanuar – Albert Einstein alustas koos astronoom Edwin Hubble'iga uurimistööd Ameerika Ühendriikides California Tehnoloogiainstituudis.   6.  jaanuar – Ameerika leidur Thomas Alva Edison esitas oma viimase patenditaotluse.    Veebruar    4.  veebruar – Nõukogude Lii.",1931
830,Alfred Jules Ayer,,
1913,Eetiline relativism,,
2407,Friido Toomus,,
4183,Lorenzo Valla,"thumb|Lorenzo Valla Lorenzo Valla (ka Laurentius Valla; 1406 – 1.  august 1457) oli itaalia humanist ja õigusteadlane.   Valla on tuntud ühe allikakriitika (taas)loojana.  Tema keelelisel analüüsil põhinev uurimus ""Constantinuse kingitusest"" (ürik, mis andis paavstile ilmaliku võimu endise Lääne-Rooma impeeriumi üle) näitas, et tegu oli võltsinguga.   Valla tegutses ka riigiametnikuna Napoli ja Aragóni õukondades.   Kategooria:Humanistid Kategooria:Itaalia inimesed Kategooria:Sündinud 1406 Kategooria.",Lorenzo Valla
1418,Budistlik eetika,"Budistlik eetikaTartu Ülikooli eetikaveeb (paali keeles ''sīla'', sanskriti keeles ''śīla'') on õpetuste ja traditsioonide, nõuannete ja juhendite, reeglite ja tõotuste kogumid selleks, et õigemini näha ja tahta, kõnelda ja tegutseda, elada ja püüelda, mõista ja olla.   Budistliku eetika kirjutamata eeldusteks on sõbralikkus ja kaastunne, lahke ja rõõmus meel, võrdne suhtumine jm heakskiidetavad voorused, mis tulenevad paljudest õpetustest isetuse, meeleplekkide ja -peteteIda mõtteloo leksikon.  M.",Buddhist ethics
6139,Sotsialist,,
5926,Sada päeva,"Sada päeva, ka Napoleoni Sada päeva, märkis perioodi keiser Napoleon I maapaost Elbal Pariisi tagasitulekust 20.  märtsil 1815 kuni kuningas Louis XVIII teise restauratsioonini 8.  juulil 1815 (111 päeva).  See periood nägi Seitsmenda koalitsiooni sõda ning sisaldas Waterloo kampaaniat ja Napoli sõda.  Fraasi les Cent Jours kasutas esimesena Pariisi prefekt Gaspard de Chabrol oma tervituskõnes kuningale.   Napoleon tuli tagasi, kui Viini kongress oli kogunenud.  13.  märtsil, seitse päeva enne Napoleon.",Hundred Days
1384,Bosnia ja Hertsegoviina,"Bosnia ja Hertsegoviina (bosnia, horvaadi ja serbia keeles Bosna i Hercegovina, kirillitsas Босна и Херцеговина) on riik Kagu-Euroopas Balkani poolsaarel.   Lääne-Balkani riikide hulka arvatud Bosnia ja Hertsegoviina piirneb põhjas, läänes ja lõunas Horvaatia, idas Serbia ning kagus Montenegroga.  Merepiiri on Bosnial ja Hertsegoviinal vaid ligikaudu 20 km Aadria mere rannikul Neumi linna ümbruses, kuid arvestatavaid sadamaid sellel lõigul ei ole (merre sirutub pikk kaljune poolsaar).   Bosnia ja H.",Bosnia and Herzegovina
3833,Kuningas Oidipus,"""Kuningas Oidipus"" (vanakreeka keeles ""Οἰδίπους Τύραννος"" (""Oidipous Tyrannos""), ladina keeles ""Oedipus Tyrannus"" või ""Oedipus Rex"") on Ateena näitekirjaniku Sophoklese värsstragöödia, mis esietendus umbes 429 eKr.  See on teine Sophoklese kolmest Teeba-ainelisest tragöödiast (Teeba triloogia), kuid on ajalises järgnevuses esimene; sellele järgnevad ""Oidipus Kolonoses"" ja ""Antigone"".  Sajandite jooksul on seda hakatud pidama üheks parimaist Kreeka tragöödiaist.   Sisukokkuvõte Tragöödia süžee põhin.",Oedipus Rex
896,Amyas Paulet,,
5477,Pragmatistlik tõeteooria,,
910,Analoogia,"Analoogia on objektide või objektisüsteemide vaheline võrdlus, mis tõstab esile, mis suhtes neid peetakse sarnasteks.    Analoogia toob välja nende omavahelise samasuse määra või astme ehk selle, milles nad on omavahel võrdsed ehk kooskõlalised (n-ö teineteisele vastavad).  Otsesõnu ongi tegemist nende omavahelise vastavusega (kreeka ἀναλογία analogia, 'proportsioon; paras vahekord, suhe; vastavus'; mis on tuletatud ana- 'peal, üle; vastav' [ka 'vastu', 'uuesti'] + logos, 'mõiste' [ka 'sõna, kõne'.",Analogy
2592,Gunter Scholtz,,
6448,Tegelikkuseta iseenesesolemine,,
5819,Ristsõnad,"pisi|Numbritega ristsõna Ristsõnad ehk ristsõnamõistatus on Inglismaalt pärit hariv sõnamõistatus.  Eesmärk on vastata küsimustele õigete sõnadega, kirjutades need  vasakult paremale või ülalt alla.  Tihti on ristsõnadel õige lahenduse korral tumedamates ruutudes vastus.   Lahendamine Ristsõnades on mõistlik alustada lihtsamatest küsimustest, millele kindlasti vastust teatakse.  Näiteks on ristsõnades viimasel ajal levinud küsimus ""Püsi, rahu"".  Kui vastuses peab olema kolm tähte, võib sinna kirjutad.",Crossword
2386,Frederick Copleston,,
925,Analüütiline otsustus,"Analüütiline otsustus on Immanuel Kanti järgi otsustus, mille puhul predikaadi mõiste sisaldub subjekti mõistes.    Kanti järgi on kõik analüütilised otsustused aprioorsed, kuid kõik aprioorsed otsustused ei ole analüütilised (aprioorne sünteetiline otsustus).   Näiteks otsustus ""Kõik poissmehed on vallalised"" on analüütiline, sest 'vallalisuse' mõiste sisaldub 'poissmehe' mõistes.      Vaata ka Analüütiline propositsioon Sünteetiline otsustus  Kategooria:Loogika Kategooria:Filosoofia.",
5682,Rakmesepp,,
779,Albert Camus,"Albert Camus [alb'eer kam'üü] (; 7.  november 1913 – 4.  jaanuar 1960) oli prantsuse kirjanik ja filosoof.  Kuigi teda on tihti seostatud eksistentsialismiga, eelistas ta, et teda tuntaks pigem inimese ja mõtlejana kui mingi koolkonna või ideoloogia esindajana.   1957.  aastal pälvis Albert Camus Nobeli kirjandusauhinna.  Ta oli esimene Aafrikas sündinud inimene, kes sai Nobeli kirjandusauhinna.  Ta on ühtlasi laureaatidest kõige nooremana surnud: ta hukkus autoõnnetuses vaid kolm aastat pärast auhinna.",Albert Camus
7278,Willam Blake,,
5858,Ronald Giere,,
5400,Planeet Maa,,
3110,Jaana Eigi,"Jaana Eigi-Watkin (sündinud 19.  augustil 1985) on eesti teadusfilosoof. Jaana Eigi ETISes  Eigi õppis 1993–1994 Vana-Kalamaja Üldhariduskoolis ja 1993–2004 Tallinna Mahtra Gümnaasiumis (endises 58.  Keskkoolis), mille lõpetas kuldmedaliga.  2004–2007 õppis ta filosoofiat Tartu Ülikoolis bakalaureuseõppes (lõpetas cum laude), 2007–2009 magistriõppes (cum laude) ja 2011–2016 doktoriõppes.  2014–2015 oli ta külalisdoktorant Viini Ülikoolis.  Tema magistritöö teema oli ""Ühiskonna ettekujutused ""heast tea.",
19,12. sajand,"12.  sajand ehk XII sajand pKr ehk m. a. j.   on kristliku ajaarvamise kaheteistkümnes sajand, mis algas 1.  jaanuaril 1101 ja lõppes 31.  detsembril 1200.    Sündmused   . . .    Inimesed  Andrei Bogoljubski, Vladimiri-Suzdali vürst (1157–1174) ja  Kiievi suurvürst (Vladimiri suurvürst) Bolesław III Krzywousty Poola kuningas (1102–1138) Piastide dünastiast Friedrich Barbarossa, Švaabimaa hertsog (1147–1152), Saksa kuningas (1152–1190), Saksa-Rooma Rooma keiser (1155–1190) Henry II,  Inglismaa kuningas (1.",12th century
924,Analüütiline metafüüsika,,
795,Aleksander II,"thumb|Aleksander II Aleksander II (Александр II Николаевич; 29.  aprill (17.  aprill vana kalendri järgi) 1818 Moskva – 13.  märts (1.  märts) 1881 Peterburi) oli Holstein-Gottorp-Romanovite dünastiast Venemaa keiser 2.  märtsist 1855 kuni 1881.  aastani, mil ta mõrvati.     Noorus  Aleksander II sai tolle aja heast perekonnast pärit noormehele tüüpilise hariduse: pealiskaudsed teadmised paljudest asjadest ja prantsuse keele hea valdamine.  Sõjandus huvitas isa pettumuseks teda vähe.  Ta oli heasüdamlik .",Alexander II of Russia
2375,Franz Ferdinand,"Franz Ferdinand (18.  detsember 1863 Graz – 28.  juuni 1914 Sarajevo) oli Austria-Este ertshertsog ja Austria-Ungari troonipärija alates 1896 kuni surmani.  Ta oli ka Modena hertsogliku perekonna pea viimase Modena hertsogi Francesco V testamendi alusel (Austria-Este ertshertsog) alates 1875.  aastast.   Franz Ferdinandi elu muutus oluliselt 1889, kui tema onupoeg Rudolf tappis oma armukese ja seejärel ka enese.  Kuna tal poegi polnud, vaid ainult tütar, sai Austria-Ungari troonipärijaks Franz Ferdina.",Archduke Franz Ferdinand of Austria
3782,Kriitiline realism,"Kriitiline realism on kirjandus- ja kunstivool, mis seab oma ülesandeks anda täielikem ja tõepäraseim pilt tegelikkusest; nõuab tüüpiliste karakterite ja olukordade kujutamist.   Kategooria:Kunstivoolud Kategooria:Kirjandusvoolud.",
6412,Taustsüsteem,"Taustsüsteem on  mingi kehaga – taustkehaga – seotud ruumiliste ja ajaliste koordinaatide süsteem.  Neljamõõtmeline aegruumi koordinaadistik seab igale elementaarsündmusele vastavusse kolm ruumikoordinaati ja ühe ajakoordinaadi.   Klassikalises mehaanikas nimetatakse taustsüsteeme, milles kehtib inertsiseadus, inertsiaalseteks taustsüsteemideks ehk inertsiaalsüsteemideks.   Kategooria:Füüsika.",Frame of reference
146,1801,"1801.  aasta (MDCCCI) oli 19.  sajandi 1.  aasta.    Sündmused Eestis  24.  aprill (vkj 12.  aprill) – Aleksander I määras taasavatava ülikooli asukohaks Tartu.   Kevadel Napoleoni sõdade tõttu tugevdati Tallinna garnisoni ja Eesti rannikut hakkasid jälgima kasakarühmad.  Talupoegade õlule langesid küüdi-, korteri- ja töökohustus, nende toiduaineid ja hobusemoona rekvireeriti.   21.  september (vkj 9.  september) – Venemaa keiser Aleksander I tunnistas Balti kindralkubermangu vormis eksisteerivat Balti pro.",1801
2948,Indrek Meos,"Indrek Meos (sündinud 23.  märtsil 1969 Viljandis) on eesti filosoof.   Lõpetas 1987.  aastal C.  R.  Jakobsoni nimelise Viljandi 1.  Keskkooli matemaatika-füüsika eriklassi.  Õppis seejärel Moskva Riikliku Ülikooli filosoofiateaduskonnas filosoofiat.  Aastatel 1994–96 õppis Tartu Ülikooli filosoofiateaduskonna filosoofia osakonna magistriõppes, väitekirja teema oli ""Katse piiritleda mõiste “teaduslik mõtlemine”"".  Õpetanud filosoofiat Kunstiakadeemia Avatud akadeemias, Infotehnoloogia Kolledžis ning Tal.",
5901,Ruum,"Ruum on inimeste tavakogemuses mahuti, mis hõlmab kõik füüsilised esemed.   Ruum on tavakogemuses ja klassikalises füüsikas kolmemõõtmeline ja tasane, mis võimaldab keha asukohta ruumis kirjeldada kolme koordinaadi abil.  Erirelatiivsusteooria ühendab aja ja ruumi üheks tervikuks - neljamõõtmeliseks aegruumiks, kusjuures üldrelatiivsusteoorias pole ruum isegi enam tasane vaid kõver.  Moodsas füüsikas, näiteks stringiteoorias, on ruumi kirjeldatud ka 11- ja 23-mõõtmelisena, kus kõik ""ülearused"" mõõt.",Space
7258,Weimar,Weimar on linn Saksamaal Tüüringi liidumaal.   Weimar oli tähtis kultuurikeskus 19.  sajandi alguses.  Seal elasid Johann Wolfgang von Goethe ja Friedrich Schiller.    Viited    Välislingid    Weimari koduleht  Kategooria:Tüüringi linnad Kategooria:Tüüringi vallad.,Weimar
431,21. mai,"21.  mai on Gregoriuse kalendri 141.  (liigaastal 142. ) päev.  Juliuse kalendri järgi 8.  mai (1901–2099).    Sündmused  Eestis  1925 – Eestisse saabus Soome president Lauri Kristian Relander.   1933 – Tallinna hipodroomil toimus viiekümne osavõtjaga mäss. Mäss Tallinna hipodroomil.  Vaba Maa, 23.  mai 1933, nr.  119, lk.  7.   1947 – ÜK(b)P Keskkomitee Poliitbüroo võttis vastu salajase otsuse ""Kolhooside loomisest Leedu, Läti ja Eesti NSV-s"".  Moskva nõudmisel koostatud kolhooside loomise esialgne graafik n.",May 21
2173,Essays On The Philosophy Of David Hume (Essays On The Great Philosophers),,
282,1917,"1917.  aasta (MCMXVII) oli 20.  sajandi 17.  aasta.    Sündmused Eestis   Jaanuar 14.  jaanuar (vkj.  1.  jaanuar) – Eestis oli loenduse andmetel 37 keskhariduskooli: 6 poeglastegümnaasiumi, 3 reaalkooli, 1 poeglaste eragümnaasium, 4 poeglaste erakeskkooli, 1 progümnaasiumikursusega poeglaste erakool, 10 tütarlastegümnaasiumi, 4 tütarlaste eragümnaasiumi, 1 tütarlaste eraprogümnaasium, 5 gümnaasiumikursusega tütarlaste erakeskkooli ja 2 progümnaasiumikursusega erasegakooliEesti ajalugu: kronoloogia.  20.",1917
1514,Christoph Willibald Gluck,"thumb|Christoph Willibald Gluck Christoph Willibald von Gluck (2.  juuli 1714 – 15.  november 1787) oli saksa helilooja.   Teoseid 1761 ballett ""Don Juan""  Ooperid 1762 ""Orfeo ed Euridice"" 1767 ""Alceste"" 1770 ""Paride ed Elena"" 1774 ""Iphigénie en Aulide"" 1777 ""Armide"" 1778 ""Iphigénie en Tauride""  Kategooria:Klassitsismiajastu heliloojad Kategooria:Saksa heliloojad Kategooria:Sündinud 1714 Kategooria:Surnud 1787 Kategooria:Kapellmeistrid.",Christoph Willibald Gluck
5766,Ressentiment,,
4472,Meditsiinifilosoofia,,
7147,Virgela,"Virgela oli Eesti kirjastus, mis tegutses 1990.  aastate keskpaigast kuni 2003.  aastani.    Selle direktor oli Aivar Kala, kes määratles kirjastust kui algupärase eesti ilukirjanduse ja kirjandusteaduse teoste kirjastajat.  ""Hoogsalt arenev kirjastus Virgela"" Sirp, 15.  mai 1998   Kirjastus Virgela andis välja mitme eesti kirjandusklassikute teosesarju: Jaan Krossi ""Kogutud teosed"", Arvo Valtoni ""Kogutud teosed"", Karl August Hindrey teoste sari.  Kirjastusel oli kaks sariväljaannet: ""Litteraria"" ja "".",
3499,Kazimierz Kuratowski,thumb Kazimierz Kuratowski (2.  veebruar 1896 Varssavi – 18.  juuni 1980 Varssavi) oli Poola matemaatik ja loogik.  Ta oli Varssavi matemaatikakoolkonna üks silmapaistvamaid esindajaid.   Tunnustus 1966 – valiti NSV Liidu Teaduste Akadeemia välisliikmeks   Vaata ka   Kuratowski-Zorni lemma  Kategooria:Poola matemaatikud Kategooria:Sündinud 1896 Kategooria:Surnud 1980.,Kazimierz Kuratowski
2590,Guillaume de Champeaux,,
5098,Optika,"Optika ehk valgusõpetus on füüsika haru, mis kirjeldab valguse käitumist ja omadusi, sealjuures ka aine ja valguse vastastikmõju.  Samuti iseloomustab see valgust avastavate või seda kasutavate instrumentide ehitust ja põhimõtteid.  Enamasti käsitleb optika nii nähtava, ultraviolett- kui ka infrapunavalguse omadusi.  Kuna valgus on elektromagnetlaine, on tal sarnased omadused teiste elektromagnetlainetega, näiteks röntgenikiirguse ning mikro- ja raadiolainetega.   Suurt osa optilisi nähtusi saab sel.",Optics
3170,Jean Genet,,
3358,Jörn Rüsen,"pisi|Jörn Rüsen 2008.  aastal  Jörn Rüsen (sündinud 19.  oktoobril 1938 Duisburgis) on saksa ajaloolane ja kultuuriteoreetik.   Rüsen õppis Kölni ülikoolis ajalugu, filosoofiat, kirjandusteadust ja pedagoogikat.  Aastatel 1974–1996 oli ta mitme Saksamaa ülikooli õppejõud, seejärel Witten/Herdecke ülikooli üldajaloo ja ajalookultuuri professor kuni emeriteerumiseni 2009.  aastal.   Aastatel 1997–2007 oli Rüsen Kultuuriteaduste Instituudi (Kulturwissenschaftliches Institut) president.  Alates 2004.  aasta.",
660,Adru,Adru (ladina keeles fucus) on pruunvetikate ja punavetikate hulka kuuluvad makrovetikad.   Vaata ka Adruvall  Mikrovetikad  Kategooria:Vetikad.,Seaweed
7163,Vladimir Solovjov,"pisi|Nikolai Jarošenko.  Vladimir Solovjovi portree.  Õlimaal, 1892  Vladimir Sergejevitš Solovjov (28.  (16. ) jaanuar 1853 Moskva – 12.  august (31.  juuli) 1900 Uzkoje mõis Moskva lähedal, praegu Moskva territooriumil) oli vene filosoof, luuletaja, publitsist ja kirjanduskriitik.   Ta oli ajaloolase Sergei Solovjovi poeg.   Elulugu Ta lõpetas 1873.  aastal Moskva ülikooli ajaloo-filoloogiateaduskonna ning õppis seejärel aasta aega Moskva Vaimulikus Akadeemias.  Aastal 1874 kaitses ta magistritöö ""Lääne.",Vladimir Solovyov (philosopher)
1363,Blackwell Publishing,,
7325,Xici Zhuan,,
4871,Natsism,,
4338,Manfred Kuehn,,
6184,Stephan Torre,"Stephan Torre on USA päritolu filosoof.   Ta sai 2008 doktorikraadi Massachusettsi Amhersti Ülikoolist tööga ajafilosoofiast Phillip Brickeri juhendamisel.  Ta õpetab Aberdeeni Ülikoolis.   Looming Lahtine tulevik Artikkel ""The Open Future"" vaatleb lahtise tulevikuga seotud küsimusi.   Me peame minevikku kindlaks määratuks, fikseerituks ja kinniseks,  tulevikku aga kindlaks määramata olevaks, muudetavaks ja lahtiseks.    Võib-olla mineviku ja tuleviku asümmeetria on lihtsalt teadmises: me teame minev.",
3213,Johannes Brahms,"pisi|Johannes Brahms Johannes Brahms (7.  mai 1833 Hamburg – 3.  aprill 1897 Viin) oli saksa helilooja, pianist ja dirigent, üks juhtivaid romantismiajastu muusikuid.    Sündinud Hamburgis, veetis Brahms suure osa oma elust Viinis, kus ta oli üks kohaliku muusikaelu korraldajaid.  Brahmsi eluajal olid tema populaarsus ja mõjuvõim märkimisväärsed, mistõttu nimetas 19.  sajandi dirigent Hans von Bülow teda Johann Sebastian Bachi ja Ludwig van Beethoveni kõrval üheks „Kolmest klassikalise muusika B-st“. .",Johannes Brahms
5095,Operatsionalism,,
4937,Nikola Tesla,"Nikola Tesla (serbia Никола Тесла; 10.  juuli 1856 Smiljan, Austria keisririik  (praegu Horvaatia) – 7.  jaanuar 1943 New York) oli serbia     päritolu leiutaja, elektri- ja mehaanikainsener ning füüsik, kes töötas Ameerika Ühendriikides.   Tema nime järgi on nimetatud SI-süsteemi magnetilise induktsiooni mõõtühik tesla, mille tähis on T.    Nikola Teslat peetakse üheks tähtsamaks panustajaks elektri kasutuselevõttu ärilisel eesmärgil.  Samuti on märkimisväärsed paljud tema edasiarendused elektromagn.",Nikola Tesla
6077,Sissejuhatus filosoofilisse mõtlemisse,,
2936,India,"pisi|Rongi katusel ja külgedel sõitjad Gwaliori-Sheopuri liinil 2018.  aastal.  (© Yann Forget / Wikimedia Commons / CC-BY-SA) India (hindi keeles Bhārat, inglise keeles India), ametlikult India Vabariik (hindi keeles Bhārat Gaṇarājya, inglise keeles Republic of India), on riik Lõuna-Aasias.  Riigis elab üle miljardi inimese, kes kõnelevad sadu keeli.  Rahvaarvult on India maailmas teisel ja pindalalt seitsmendal kohal.      Indiat ümbritsevad lõunas India ookean, edelas Araabia meri ja kagus Bengali.",India
2630,Hans Vaihinger,,
1653,De mendacio,,
6005,Semantika,"Semantika ehk tähendusõpetus on keeleteaduse haru, mis uurib  keeleüksuste (morfeemide, sõnade, fraaside, lausete) tähendusi ja nende tähenduste muutumist,   keele ja reaalsete objektide suhteid ning  keele ja mõtlemise suhteid.    Semantikaks nimetatakse ka keeleüksuse tähendust või tähendusi.   Semantika harud on sõnasemantika, lausesemantika ja tekstisemantika.   Semantika on süntaksi, leksika, morfoloogia ja fonoloogia kõrval üks keele allsüsteemidest.   Charles William Morrise meelest on semant.",Semantics (linguistics)
1072,Aquino Thomas,"Aquino Thomas ehk Thomas Aquinost (itaaliapäraselt Tommaso d'Aquino; arvatavasti 1225 Roccasecca – 7.  märts 1274 Fossanova) oli Itaalia päritolu dominikaani munk, katoliku vaimulik ja pühak ning Kiriku doktor.  Ta oli väga mõjukas skolastiline filosoof, teoloog ja jurist.  Skolastilises traditsioonis tuntakse teda ka kui Doctor Angelicus ja Doctor Communis.   Ta oli esimene klassikalistest loomuliku teoloogia pooldajatest ja pani aluse tomismile.  Tema mõju lääne filosoofiale on olnud suur ja uusaja.",Thomas Aquinas
3735,Koopula,"Koopulaks ehk köitmeks nimetatakse traditsioonilises loogikas väljendit, mis seob subjekti (seda, mille kohta midagi öeldakse) predikaadiga (sellega, mida subjekti kohta öeldakse).  Tavaliselt on koopulaks sõna ""on"".   Keeleteaduses nimetatakse koopulaks ehk köitmeks sõna või fraasi, mis seob alust öeldistäitega.  Eesti keeles on koopulaks kõige sagedamini sõna ""on"", oleviku sünonüüm.   Koopula ilukirjanduses  Koopula on olulisel kohal A.  H.  Tammsaare ""Tõe ja õiguse"" teise osa 13.  peatükis, kus see .",Copula (linguistics)
327,1957,"1957.  aasta (MCMLVII) oli 20.  sajandi 57.  aasta.    Sündmused maailmas    Jaanuar   1.  jaanuar – Saarimaa, endine Prantsusmaa protektoraat alates Teisest maailmasõjast, liideti uuesti Lääne-Saksamaaga.   10.  jaanuar – Harold MacMillan sai Suurbritannia peaministriks.  22.  jaanuar – Iisrael tõmbus Siinai poolsaarelt tagasi.   30.  jaanuar – Eesti Evangeeliumi Luteriusu Kiriku piiskop Johan Kõpp nimetatakse peapiiskopiks.    Veebruar    12. -13.  – Eesti NSV Ülemkohtus toimus kohtuprotsess Eesti Noorte Ma.",1957
5574,Puhas aeg,,
2863,Ida-Rooma riik,,
7424,Üldbioloogia,"Üldbioloogia on bioloogia distsipliin ja õppeaine, mis tegeleb elussüsteemide üldiste omaduste kirjeldamisega.    Üldbioloogia nimetus on kujunenud vastandusena eribioloogia(te)le, mis kirjeldavad erinevate taksonite omadusi.  Samalaadselt on näiteks zooloogiat jaotatud üldzooloogiaks ja erizooloogiaks.    Üldbioloogia on valdavalt kirjeldav ja induktiivne.  Ta eristub teoreetilisest bioloogiast, kuivõrd kasutab vähe deduktiivseid meetodeid ning pole niivõrd teoreetiline teadus, kuivõrd bioloogia ül.",
